* Block Type = 96-Well 0.2-mL Block
* Chemistry = TAQMAN
* Date Created = 2015-12-22 09:15:13 AM PST
* Experiment Barcode = NA
* Experiment Comment = Prime Star GXL mg/dntp start
grid screen 40, 45, 50 deg
* Experiment File Name = D:\Users\INSTR-USER\Desktop\Yarrow\Results\122115\2015-12_21_1_Prime_Star_GXL_Pol_kinetics.eds
* Experiment Name = 2015-12_21_1_Prime_Star_GXL_Pol_kinetics
* Experiment Run End Time = 2015-12-21 10:21:47 AM PST
* Experiment Type = Custom
* Instrument Name =       quantstudio3
* Instrument Serial Number = 272320216
* Instrument Type = QuantStudio® 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Ct Analysis is performed = Stage4, Step1
* User Name = Yarrow

[Multicomponent Data]
Well Position	Cycle	ROX	SYBR
      E5	32	85,752.688	599,933.750
      E6	32	85,326.883	1,283,114.250
      E7	32	85,335.688	1,340,881.625
      E8	32		
      E9	32		
      E10	32	74,484.461	1,618,697.375
      E11	32		
      E12	32		
      F1	32		
      F2	32	79,556.289	1,256,949.250
      F3	32	62,705.355	1,293,032.750
      F4	32	93,672.672	999,150.062
      F5	32	82,831.898	552,093.938
      F6	32	81,920.500	1,061,683.625
      F7	32	86,387.852	1,073,239.625
      F8	32		
      F9	32		
      F10	32	76,529.078	1,116,870.750
      F11	32		
      F12	32		
      G1	32		
      G2	32	57,772.402	1,708,440.500
      G3	32	54,847.895	1,763,926.625
      G4	32	87,969.633	851,657.188
      G5	32	73,175.742	517,808.000
      G6	32	76,570.195	752,403.250
      G7	32	79,165.750	797,743.312
      G8	32		
      G9	32		
      G10	32	71,743.375	659,882.438
      G11	32		
      G12	32		
      H1	32		
      H2	32	40,597.137	2,068,728.625
      H3	32	37,926.906	2,114,448.500
      H4	32		
      H5	32		
      H6	32		
      H7	32		
      H8	32		
      H9	32		
      H10	32		
      H11	32		
      H12	32		
      A1	33		
      A2	33		
      A3	33		
      A4	33	118,232.375	1,798,619.125
      A5	33	98,179.617	616,790.375
      A6	33	97,094.156	2,000,744.500
      A7	33	91,755.258	1,840,983.875
      A8	33		
      A9	33		
      A10	33	92,707.000	1,922,770.000
      A11	33		
      A12	33		
      B1	33		
      B2	33		
      B3	33		
      B4	33	101,355.562	1,352,158.625
      B5	33	91,571.102	572,637.812
      B6	33	85,184.625	1,728,401.500
      B7	33	89,356.344	1,767,126.000
      B8	33		
      B9	33		
      B10	33	83,160.117	1,830,340.875
      B11	33		
      B12	33		
      C1	33		
      C2	33		
      C3	33		
      C4	33	95,075.375	1,217,521.875
      C5	33	85,112.328	548,969.625
      C6	33	85,723.156	1,623,924.625
      C7	33	83,561.078	1,662,790.375
      C8	33		
      C9	33		
      C10	33	79,099.992	1,808,919.750
      C11	33		
      C12	33		
      D1	33		
      D2	33		
      D3	33		
      D4	33	96,463.336	1,186,608.625
      D5	33	88,708.289	592,348.375
      D6	33	80,184.391	1,536,284.500
      D7	33	83,351.461	1,558,550.250
      D8	33		
      D9	33		
      D10	33	78,316.406	1,611,116.125
      D11	33		
      D12	33		
      E1	33		
      E2	33	77,434.188	722,694.125
      E3	33	81,678.703	717,981.000
      E4	33	88,760.320	997,589.375
      E5	33	85,900.523	599,312.562
      E6	33	85,584.898	1,298,315.500
      E7	33	85,163.727	1,359,285.000
      E8	33		
      E9	33		
      E10	33	74,355.734	1,632,656.625
      E11	33		
      E12	33		
      F1	33		
      F2	33	79,044.609	1,256,192.875
      F3	33	63,103.402	1,291,895.625
      F4	33	93,111.062	1,002,827.375
      F5	33	82,708.516	551,029.562
      F6	33	81,642.781	1,071,626.125
      F7	33	86,294.484	1,081,407.375
      F8	33		
      F9	33		
      F10	33	76,247.820	1,138,106.875
      F11	33		
      F12	33		
      G1	33		
      G2	33	57,785.375	1,706,790.250
      G3	33	54,495.238	1,763,460.750
      G4	33	88,017.883	853,124.125
      G5	33	73,250.797	516,739.062
      G6	33	76,535.914	755,430.625
      G7	33	79,216.883	802,071.375
      G8	33		
      G9	33		
      G10	33	71,859.500	669,948.062
      G11	33		
      G12	33		
      H1	33		
      H2	33	40,578.285	2,064,217.375
      H3	33	37,819.332	2,112,035.750
      H4	33		
      H5	33		
      H6	33		
      H7	33		
      H8	33		
      H9	33		
      H10	33		
      H11	33		
      H12	33		
      A1	34		
      A2	34		
      A3	34		
      A4	34	118,031.586	1,818,858.375
      A5	34	98,121.859	616,744.500
      A6	34	96,769.383	2,001,535.750
      A7	34	91,419.531	1,839,766.625
      A8	34		
      A9	34		
      A10	34	92,466.062	1,925,302.125
      A11	34		
      A12	34		
      B1	34		
      B2	34		
      B3	34		
      B4	34	101,198.758	1,363,906.500
      B5	34	91,874.984	572,159.500
      B6	34	85,029.258	1,727,805.250
      B7	34	89,137.445	1,766,088.375
      B8	34		
      B9	34		
      B10	34	83,174.820	1,829,624.250
      B11	34		
      B12	34		
      C1	34		
      C2	34		
      C3	34		
      C4	34	94,819.047	1,226,420.625
      C5	34	84,966.539	549,139.188
      C6	34	85,936.477	1,624,046.625
      C7	34	83,386.133	1,666,081.625
      C8	34		
      C9	34		
      C10	34	79,082.062	1,812,146.500
      C11	34		
      C12	34		
      D1	34		
      D2	34		
      D3	34		
      D4	34	96,332.305	1,191,813.625
      D5	34	88,507.539	591,324.125
      D6	34	80,260.281	1,547,488.250
      D7	34	83,480.453	1,566,656.875
      D8	34		
      D9	34		
      D10	34	78,746.172	1,616,221.375
      D11	34		
      D12	34		
      E1	34		
      E2	34	77,761.117	721,954.250
      E3	34	82,196.719	716,935.188
      E4	34	88,569.859	1,001,922.312
      E5	34	86,046.734	599,125.875
      E6	34	85,466.445	1,312,856.000
      E7	34	84,922.109	1,377,312.875
      E8	34		
      E9	34		
      E10	34	74,421.117	1,645,276.250
      E11	34		
      E12	34		
      F1	34		
      F2	34	78,912.438	1,254,517.000
      F3	34	63,096.219	1,290,421.125
      F4	34	92,942.891	1,006,443.062
      F5	34	82,889.750	550,397.062
      F6	34	81,389.406	1,081,085.000
      F7	34	86,369.195	1,089,761.750
      F8	34		
      F9	34		
      F10	34	76,332.734	1,159,345.125
      F11	34		
      F12	34		
      G1	34		
      G2	34	57,829.684	1,703,555.750
      G3	34	54,248.508	1,762,227.500
      G4	34	87,986.023	853,774.688
      G5	34	73,065.570	515,116.438
      G6	34	76,483.242	757,919.875
      G7	34	79,044.781	805,977.812
      G8	34		
      G9	34		
      G10	34	71,979.125	678,196.125
      G11	34		
      G12	34		
      H1	34		
      H2	34	40,713.074	2,058,945.000
      H3	34	37,688.418	2,110,799.250
      H4	34		
      H5	34		
      H6	34		
      H7	34		
      H8	34		
      H9	34		
      H10	34		
      H11	34		
      H12	34		
      A1	35		
      A2	35		
      A3	35		
      A4	35	117,846.461	1,839,100.625
      A5	35	98,195.734	616,792.312
      A6	35	96,641.453	2,002,584.000
      A7	35	91,307.094	1,838,869.375
      A8	35		
      A9	35		
      A10	35	92,437.461	1,925,989.500
      A11	35		
      A12	35		
      B1	35		
      B2	35		
      B3	35		
      B4	35	101,388.719	1,376,252.875
      B5	35	91,784.930	572,085.000
      B6	35	84,768.617	1,726,851.625
      B7	35	89,383.367	1,764,213.625
      B8	35		
      B9	35		
      B10	35	83,182.258	1,828,557.375
      B11	35		
      B12	35		
      C1	35		
      C2	35		
      C3	35		
      C4	35	94,532.781	1,234,968.125
      C5	35	84,947.781	549,088.562
      C6	35	86,181.273	1,623,249.125
      C7	35	83,993.430	1,669,994.125
      C8	35		
      C9	35		
      C10	35	79,310.930	1,813,340.875
      C11	35		
      C12	35		
      D1	35		
      D2	35		
      D3	35		
      D4	35	96,437.594	1,196,150.125
      D5	35	88,261.945	590,222.688
      D6	35	80,199.352	1,556,540.625
      D7	35	83,357.125	1,572,799.750
      D8	35		
      D9	35		
      D10	35	78,790.266	1,621,959.500
      D11	35		
      D12	35		
      E1	35		
      E2	35	77,828.086	721,192.625
      E3	35	82,100.148	715,582.812
      E4	35	88,439.320	1,005,295.812
      E5	35	85,703.289	599,608.250
      E6	35	85,182.133	1,327,010.375
      E7	35	84,671.242	1,393,114.125
      E8	35		
      E9	35		
      E10	35	74,580.445	1,656,794.375
      E11	35		
      E12	35		
      F1	35		
      F2	35	79,466.211	1,252,932.125
      F3	35	63,179.992	1,288,238.250
      F4	35	93,134.945	1,008,760.500
      F5	35	83,164.586	550,104.188
      F6	35	81,401.938	1,090,855.875
      F7	35	86,542.586	1,099,044.125
      F8	35		
      F9	35		
      F10	35	77,028.766	1,180,423.000
      F11	35		
      F12	35		
      G1	35		
      G2	35	57,748.145	1,701,520.625
      G3	35	54,364.262	1,759,949.375
      G4	35	87,838.969	853,609.812
      G5	35	72,896.398	514,596.781
      G6	35	76,402.297	760,516.062
      G7	35	78,800.555	809,667.625
      G8	35		
      G9	35		
      G10	35	71,867.648	687,321.625
      G11	35		
      G12	35		
      H1	35		
      H2	35	40,088.152	2,052,874.250
      H3	35	37,646.539	2,109,784.000
      H4	35		
      H5	35		
      H6	35		
      H7	35		
      H8	35		
      H9	35		
      H10	35		
      H11	35		
      H12	35		
      A1	36		
      A2	36		
      A3	36		
      A4	36	117,731.734	1,856,101.375
      A5	36	98,414.148	616,483.562
      A6	36	96,919.312	2,003,345.875
      A7	36	91,399.359	1,837,557.875
      A8	36		
      A9	36		
      A10	36	92,898.773	1,926,633.250
      A11	36		
      A12	36		
      B1	36		
      B2	36		
      B3	36		
      B4	36	101,126.500	1,387,794.375
      B5	36	91,599.492	570,435.500
      B6	36	84,688.961	1,726,374.250
      B7	36	89,583.734	1,760,832.125
      B8	36		
      B9	36		
      B10	36	83,119.023	1,828,427.000
      B11	36		
      B12	36		
      C1	36		
      C2	36		
      C3	36		
      C4	36	94,341.766	1,244,615.000
      C5	36	84,931.273	549,324.938
      C6	36	86,031.586	1,622,456.000
      C7	36	84,010.688	1,672,250.375
      C8	36		
      C9	36		
      C10	36	79,336.703	1,815,105.750
      C11	36		
      C12	36		
      D1	36		
      D2	36		
      D3	36		
      D4	36	96,667.227	1,201,417.625
      D5	36	87,847.703	589,685.000
      D6	36	80,327.547	1,565,273.500
      D7	36	83,204.344	1,580,693.625
      D8	36		
      D9	36		
      D10	36	78,938.164	1,627,653.750
      D11	36		
      D12	36		
      E1	36		
      E2	36	77,487.641	720,667.312
      E3	36	81,835.078	714,618.750
      E4	36	88,270.570	1,009,184.688
      E5	36	85,491.945	599,744.312
      E6	36	84,872.344	1,340,775.375
      E7	36	84,559.328	1,409,331.250
      E8	36		
      E9	36		
      E10	36	74,527.023	1,668,791.375
      E11	36		
      E12	36		
      F1	36		
      F2	36	79,504.023	1,251,248.125
      F3	36	63,092.957	1,285,056.000
      F4	36	93,106.555	1,011,521.438
      F5	36	82,976.031	549,764.250
      F6	36	81,267.570	1,101,241.250
      F7	36	86,054.133	1,107,719.250
      F8	36		
      F9	36		
      F10	36	77,117.766	1,202,446.000
      F11	36		
      F12	36		
      G1	36		
      G2	36	57,845.863	1,699,461.250
      G3	36	54,628.297	1,755,869.625
      G4	36	87,837.133	854,567.438
      G5	36	72,790.297	515,042.344
      G6	36	76,580.898	763,093.125
      G7	36	78,663.680	814,088.688
      G8	36		
      G9	36		
      G10	36	71,701.359	697,480.688
      G11	36		
      G12	36		
      H1	36		
      H2	36	40,017.371	2,046,763.375
      H3	36	37,843.684	2,107,109.250
      H4	36		
      H5	36		
      H6	36		
      H7	36		
      H8	36		
      H9	36		
      H10	36		
      H11	36		
      H12	36		
      A1	37		
      A2	37		
      A3	37		
      A4	37	117,730.516	1,872,934.750
      A5	37	98,521.156	616,214.312
      A6	37	97,077.273	2,005,290.375
      A7	37	91,346.844	1,836,612.375
      A8	37		
      A9	37		
      A10	37	92,852.453	1,928,550.375
      A11	37		
      A12	37		
      B1	37		
      B2	37		
      B3	37		
      B4	37	100,964.633	1,398,646.875
      B5	37	91,321.969	569,605.125
      B6	37	84,853.055	1,725,124.500
      B7	37	89,477.320	1,758,130.500
      B8	37		
      B9	37		
      B10	37	83,150.828	1,829,847.000
      B11	37		
      B12	37		
      C1	37		
      C2	37		
      C3	37		
      C4	37	94,326.477	1,253,733.250
      C5	37	85,068.398	549,352.438
      C6	37	85,713.734	1,622,394.250
      C7	37	84,005.000	1,674,927.250
      C8	37		
      C9	37		
      C10	37	79,516.117	1,817,402.375
      C11	37		
      C12	37		
      D1	37		
      D2	37		
      D3	37		
      D4	37	96,561.656	1,207,122.125
      D5	37	87,751.938	589,491.625
      D6	37	80,191.359	1,574,318.500
      D7	37	83,334.781	1,585,104.500
      D8	37		
      D9	37		
      D10	37	78,863.609	1,634,339.000
      D11	37		
      D12	37		
      E1	37		
      E2	37	77,297.453	720,304.625
      E3	37	81,693.328	713,243.812
      E4	37	88,385.438	1,012,080.375
      E5	37	85,325.305	599,806.250
      E6	37	84,426.242	1,353,935.625
      E7	37	84,827.227	1,424,690.250
      E8	37		
      E9	37		
      E10	37	74,312.914	1,679,514.250
      E11	37		
      E12	37		
      F1	37		
      F2	37	79,686.562	1,250,282.250
      F3	37	63,206.312	1,283,138.875
      F4	37	93,175.047	1,013,955.125
      F5	37	82,762.938	549,583.625
      F6	37	81,499.125	1,111,373.375
      F7	37	85,800.477	1,117,779.750
      F8	37		
      F9	37		
      F10	37	77,002.375	1,224,030.125
      F11	37		
      F12	37		
      G1	37		
      G2	37	57,484.281	1,695,465.500
      G3	37	54,529.574	1,752,211.875
      G4	37	87,815.492	853,434.250
      G5	37	73,001.836	515,414.844
      G6	37	76,504.273	767,112.750
      G7	37	78,757.086	818,583.375
      G8	37		
      G9	37		
      G10	37	71,615.344	706,937.188
      G11	37		
      G12	37		
      H1	37		
      H2	37	40,664.359	2,044,259.250
      H3	37	37,766.043	2,106,064.000
      H4	37		
      H5	37		
      H6	37		
      H7	37		
      H8	37		
      H9	37		
      H10	37		
      H11	37		
      H12	37		
      A1	38		
      A2	38		
      A3	38		
      A4	38	117,670.812	1,889,755.250
      A5	38	98,445.328	616,068.500
      A6	38	97,117.758	2,007,011.375
      A7	38	91,257.562	1,834,768.875
      A8	38		
      A9	38		
      A10	38	92,523.789	1,929,650.625
      A11	38		
      A12	38		
      B1	38		
      B2	38		
      B3	38		
      B4	38	101,053.875	1,410,946.625
      B5	38	91,282.359	569,066.938
      B6	38	84,786.633	1,725,608.750
      B7	38	89,316.453	1,755,916.125
      B8	38		
      B9	38		
      B10	38	83,089.305	1,829,484.375
      B11	38		
      B12	38		
      C1	38		
      C2	38		
      C3	38		
      C4	38	94,232.781	1,262,174.875
      C5	38	84,967.453	549,225.625
      C6	38	85,267.953	1,621,710.500
      C7	38	84,067.414	1,677,029.000
      C8	38		
      C9	38		
      C10	38	79,449.477	1,821,028.625
      C11	38		
      C12	38		
      D1	38		
      D2	38		
      D3	38		
      D4	38	96,608.094	1,213,174.750
      D5	38	87,995.805	589,124.188
      D6	38	80,137.289	1,581,972.625
      D7	38	83,404.000	1,589,569.250
      D8	38		
      D9	38		
      D10	38	79,044.438	1,641,669.375
      D11	38		
      D12	38		
      E1	38		
      E2	38	77,305.805	719,851.750
      E3	38	81,550.125	712,350.375
      E4	38	88,454.828	1,016,009.500
      E5	38	85,226.297	599,619.500
      E6	38	84,270.391	1,367,489.625
      E7	38	84,811.078	1,439,099.125
      E8	38		
      E9	38		
      E10	38	74,185.867	1,688,915.500
      E11	38		
      E12	38		
      F1	38		
      F2	38	79,351.336	1,249,702.625
      F3	38	63,237.480	1,280,750.875
      F4	38	93,148.703	1,017,058.188
      F5	38	82,626.961	548,835.500
      F6	38	81,615.359	1,120,717.625
      F7	38	85,798.078	1,127,169.625
      F8	38		
      F9	38		
      F10	38	76,644.148	1,244,726.375
      F11	38		
      F12	38		
      G1	38		
      G2	38	57,406.414	1,690,479.875
      G3	38	54,228.992	1,747,986.000
      G4	38	87,797.250	852,681.562
      G5	38	72,963.008	514,537.656
      G6	38	75,937.914	771,043.312
      G7	38	78,684.859	823,100.688
      G8	38		
      G9	38		
      G10	38	71,750.148	716,116.875
      G11	38		
      G12	38		
      H1	38		
      H2	38	40,809.844	2,041,100.375
      H3	38	37,531.730	2,105,755.500
      H4	38		
      H5	38		
      H6	38		
      H7	38		
      H8	38		
      H9	38		
      H10	38		
      H11	38		
      H12	38		
      A1	39		
      A2	39		
      A3	39		
      A4	39	117,806.898	1,906,740.250
      A5	39	98,368.344	615,554.625
      A6	39	96,992.852	2,008,232.000
      A7	39	91,297.039	1,833,526.250
      A8	39		
      A9	39		
      A10	39	92,420.016	1,930,275.750
      A11	39		
      A12	39		
      B1	39		
      B2	39		
      B3	39		
      B4	39	101,039.914	1,423,608.125
      B5	39	91,640.703	568,149.000
      B6	39	84,643.383	1,725,034.625
      B7	39	89,073.867	1,754,233.375
      B8	39		
      B9	39		
      B10	39	83,156.938	1,829,653.500
      B11	39		
      B12	39		
      C1	39		
      C2	39		
      C3	39		
      C4	39	94,331.531	1,271,899.250
      C5	39	84,883.336	549,345.312
      C6	39	85,110.031	1,620,514.875
      C7	39	84,036.531	1,678,747.750
      C8	39		
      C9	39		
      C10	39	79,264.578	1,823,119.625
      C11	39		
      C12	39		
      D1	39		
      D2	39		
      D3	39		
      D4	39	96,442.766	1,218,328.875
      D5	39	88,033.680	588,920.875
      D6	39	80,450.508	1,587,406.375
      D7	39	83,334.938	1,592,260.375
      D8	39		
      D9	39		
      D10	39	78,983.648	1,649,146.875
      D11	39		
      D12	39		
      E1	39		
      E2	39	77,190.805	719,430.062
      E3	39	81,748.656	711,215.312
      E4	39	88,497.195	1,019,238.000
      E5	39	85,219.336	599,583.062
      E6	39	84,541.070	1,379,942.250
      E7	39	84,971.016	1,452,467.875
      E8	39		
      E9	39		
      E10	39	74,401.906	1,698,583.375
      E11	39		
      E12	39		
      F1	39		
      F2	39	79,057.047	1,248,432.875
      F3	39	63,191.340	1,278,540.250
      F4	39	93,070.500	1,020,474.312
      F5	39	82,526.711	547,747.562
      F6	39	81,355.281	1,132,088.000
      F7	39	85,625.711	1,139,385.375
      F8	39		
      F9	39		
      F10	39	76,606.781	1,266,248.000
      F11	39		
      F12	39		
      G1	39		
      G2	39	58,070.273	1,688,809.750
      G3	39	54,092.844	1,743,878.000
      G4	39	87,921.062	853,638.500
      G5	39	73,128.477	514,019.812
      G6	39	75,818.719	774,765.375
      G7	39	78,712.703	825,617.062
      G8	39		
      G9	39		
      G10	39	71,747.500	725,460.938
      G11	39		
      G12	39		
      H1	39		
      H2	39	40,721.578	2,036,512.125
      H3	39	37,414.184	2,101,823.000
      H4	39		
      H5	39		
      H6	39		
      H7	39		
      H8	39		
      H9	39		
      H10	39		
      H11	39		
      H12	39		
      A1	40		
      A2	40		
      A3	40		
      A4	40	118,164.508	1,922,966.750
      A5	40	98,273.539	615,075.375
      A6	40	96,995.000	2,010,609.375
      A7	40	91,381.297	1,832,001.125
      A8	40		
      A9	40		
      A10	40	92,518.539	1,931,797.875
      A11	40		
      A12	40		
      B1	40		
      B2	40		
      B3	40		
      B4	40	101,321.539	1,434,373.000
      B5	40	91,824.750	567,337.125
      B6	40	84,447.102	1,723,764.750
      B7	40	88,918.531	1,750,927.750
      B8	40		
      B9	40		
      B10	40	83,396.633	1,829,894.750
      B11	40		
      B12	40		
      C1	40		
      C2	40		
      C3	40		
      C4	40	94,233.297	1,282,346.125
      C5	40	84,892.141	549,060.375
      C6	40	85,435.570	1,619,334.750
      C7	40	84,346.719	1,679,860.000
      C8	40		
      C9	40		
      C10	40	78,877.219	1,824,274.250
      C11	40		
      C12	40		
      D1	40		
      D2	40		
      D3	40		
      D4	40	96,353.109	1,223,605.250
      D5	40	88,079.836	588,955.000
      D6	40	80,428.406	1,592,513.500
      D7	40	83,566.070	1,595,273.875
      D8	40		
      D9	40		
      D10	40	78,956.578	1,656,656.500
      D11	40		
      D12	40		
      E1	40		
      E2	40	77,048.672	718,923.062
      E3	40	81,581.734	710,733.000
      E4	40	88,225.922	1,021,939.312
      E5	40	85,145.820	599,834.875
      E6	40	84,446.289	1,391,982.750
      E7	40	84,833.320	1,464,032.750
      E8	40		
      E9	40		
      E10	40	74,639.234	1,707,747.125
      E11	40		
      E12	40		
      F1	40		
      F2	40	78,933.508	1,246,244.625
      F3	40	63,007.336	1,274,316.625
      F4	40	93,065.914	1,022,701.750
      F5	40	82,417.898	546,388.125
      F6	40	81,127.414	1,141,872.625
      F7	40	85,350.984	1,150,033.125
      F8	40		
      F9	40		
      F10	40	76,970.000	1,287,944.500
      F11	40		
      F12	40		
      G1	40		
      G2	40	58,055.852	1,687,983.875
      G3	40	54,344.984	1,738,660.375
      G4	40	87,786.406	854,742.812
      G5	40	73,251.359	513,840.812
      G6	40	76,292.383	777,598.562
      G7	40	78,631.133	828,828.812
      G8	40		
      G9	40		
      G10	40	71,933.523	733,347.500
      G11	40		
      G12	40		
      H1	40		
      H2	40	40,826.395	2,031,017.875
      H3	40	37,385.273	2,099,536.750
      H4	40		
      H5	40		
      H6	40		
      H7	40		
      H8	40		
      H9	40		
      H10	40		
      H11	40		
      H12	40		
      A1	41		
      A2	41		
      A3	41		
      A4	41	118,186.039	1,936,596.250
      A5	41	98,229.227	614,409.188
      A6	41	96,981.297	2,013,986.250
      A7	41	90,912.367	1,831,071.500
      A8	41		
      A9	41		
      A10	41	92,274.766	1,934,223.125
      A11	41		
      A12	41		
      B1	41		
      B2	41		
      B3	41		
      B4	41	101,404.430	1,445,011.125
      B5	41	91,745.695	566,517.250
      B6	41	84,341.023	1,723,748.125
      B7	41	88,936.422	1,748,019.000
      B8	41		
      B9	41		
      B10	41	83,328.539	1,830,534.000
      B11	41		
      B12	41		
      C1	41		
      C2	41		
      C3	41		
      C4	41	94,240.984	1,291,860.125
      C5	41	84,771.828	548,813.750
      C6	41	85,420.312	1,618,260.750
      C7	41	84,368.992	1,680,923.625
      C8	41		
      C9	41		
      C10	41	78,773.438	1,825,567.250
      C11	41		
      C12	41		
      D1	41		
      D2	41		
      D3	41		
      D4	41	96,199.078	1,229,100.250
      D5	41	87,690.391	586,752.688
      D6	41	80,407.312	1,597,754.750
      D7	41	83,481.547	1,597,714.625
      D8	41		
      D9	41		
      D10	41	78,935.875	1,665,802.625
      D11	41		
      D12	41		
      E1	41		
      E2	41	77,017.477	717,333.688
      E3	41	81,435.344	710,976.000
      E4	41	87,909.695	1,025,072.375
      E5	41	85,144.445	599,573.875
      E6	41	84,293.070	1,403,582.375
      E7	41	84,705.867	1,476,118.500
      E8	41		
      E9	41		
      E10	41	74,588.375	1,716,238.375
      E11	41		
      E12	41		
      F1	41		
      F2	41	78,762.211	1,244,685.500
      F3	41	62,593.695	1,271,958.250
      F4	41	92,662.562	1,025,432.500
      F5	41	82,320.484	545,418.812
      F6	41	81,204.109	1,153,166.750
      F7	41	85,286.086	1,160,041.250
      F8	41		
      F9	41		
      F10	41	76,863.156	1,309,677.125
      F11	41		
      F12	41		
      G1	41		
      G2	41	57,454.504	1,686,144.000
      G3	41	54,330.684	1,733,812.875
      G4	41	87,691.086	854,966.562
      G5	41	73,430.742	513,477.531
      G6	41	76,244.836	781,509.812
      G7	41	78,753.461	832,543.500
      G8	41		
      G9	41		
      G10	41	71,858.961	742,694.938
      G11	41		
      G12	41		
      H1	41		
      H2	41	41,160.387	2,026,727.375
      H3	41	37,425.344	2,098,559.000
      H4	41		
      H5	41		
      H6	41		
      H7	41		
      H8	41		
      H9	41		
      H10	41		
      H11	41		
      H12	41		
      A1	42		
      A2	42		
      A3	42		
      A4	42	117,872.539	1,948,206.000
      A5	42	98,309.250	613,412.875
      A6	42	96,809.523	2,014,466.625
      A7	42	90,811.664	1,830,406.000
      A8	42		
      A9	42		
      A10	42	92,161.180	1,935,573.375
      A11	42		
      A12	42		
      B1	42		
      B2	42		
      B3	42		
      B4	42	101,179.672	1,456,077.125
      B5	42	91,658.516	565,900.312
      B6	42	84,295.703	1,722,396.750
      B7	42	89,053.336	1,745,632.625
      B8	42		
      B9	42		
      B10	42	83,143.516	1,830,149.375
      B11	42		
      B12	42		
      C1	42		
      C2	42		
      C3	42		
      C4	42	94,216.281	1,300,734.375
      C5	42	84,760.109	548,596.062
      C6	42	85,603.359	1,616,772.625
      C7	42	84,633.781	1,682,338.500
      C8	42		
      C9	42		
      C10	42	79,011.734	1,826,276.875
      C11	42		
      C12	42		
      D1	42		
      D2	42		
      D3	42		
      D4	42	96,307.586	1,234,015.375
      D5	42	87,691.273	585,800.562
      D6	42	80,338.094	1,601,180.875
      D7	42	83,432.484	1,598,875.625
      D8	42		
      D9	42		
      D10	42	78,971.570	1,674,685.375
      D11	42		
      D12	42		
      E1	42		
      E2	42	76,944.211	715,859.000
      E3	42	81,472.680	710,458.312
      E4	42	87,582.359	1,028,222.250
      E5	42	85,435.789	599,428.000
      E6	42	84,212.016	1,414,010.000
      E7	42	84,908.211	1,487,125.125
      E8	42		
      E9	42		
      E10	42	74,667.750	1,724,124.750
      E11	42		
      E12	42		
      F1	42		
      F2	42	78,961.680	1,243,862.750
      F3	42	62,517.297	1,269,263.375
      F4	42	92,619.938	1,027,214.500
      F5	42	82,253.969	544,019.312
      F6	42	81,031.094	1,163,550.750
      F7	42	85,683.852	1,170,687.500
      F8	42		
      F9	42		
      F10	42	76,793.062	1,329,410.750
      F11	42		
      F12	42		
      G1	42		
      G2	42	57,176.895	1,684,608.000
      G3	42	54,373.160	1,730,904.250
      G4	42	87,834.555	855,496.688
      G5	42	73,270.344	512,904.094
      G6	42	75,979.258	785,236.500
      G7	42	78,931.203	835,971.750
      G8	42		
      G9	42		
      G10	42	71,725.664	752,000.125
      G11	42		
      G12	42		
      H1	42		
      H2	42	41,173.164	2,024,009.375
      H3	42	37,810.113	2,097,461.500
      H4	42		
      H5	42		
      H6	42		
      H7	42		
      H8	42		
      H9	42		
      H10	42		
      H11	42		
      H12	42		
      A1	43		
      A2	43		
      A3	43		
      A4	43	117,589.688	1,959,832.250
      A5	43	98,636.992	613,073.375
      A6	43	96,726.734	2,015,192.500
      A7	43	91,065.367	1,828,726.250
      A8	43		
      A9	43		
      A10	43	92,206.359	1,937,798.125
      A11	43		
      A12	43		
      B1	43		
      B2	43		
      B3	43		
      B4	43	100,914.844	1,466,396.625
      B5	43	91,673.156	565,555.125
      B6	43	84,266.172	1,721,656.625
      B7	43	89,113.258	1,742,554.750
      B8	43		
      B9	43		
      B10	43	83,069.102	1,832,044.875
      B11	43		
      B12	43		
      C1	43		
      C2	43		
      C3	43		
      C4	43	94,122.945	1,310,323.375
      C5	43	85,022.305	547,657.875
      C6	43	85,553.773	1,615,839.250
      C7	43	84,493.602	1,682,914.250
      C8	43		
      C9	43		
      C10	43	79,125.953	1,829,510.375
      C11	43		
      C12	43		
      D1	43		
      D2	43		
      D3	43		
      D4	43	96,301.703	1,240,121.250
      D5	43	88,330.953	585,202.000
      D6	43	80,256.227	1,605,565.750
      D7	43	83,341.195	1,599,718.625
      D8	43		
      D9	43		
      D10	43	78,809.781	1,683,358.250
      D11	43		
      D12	43		
      E1	43		
      E2	43	76,765.398	715,582.562
      E3	43	81,415.156	708,594.562
      E4	43	87,501.508	1,031,039.250
      E5	43	85,416.930	599,761.875
      E6	43	84,215.922	1,424,354.125
      E7	43	84,904.234	1,496,428.375
      E8	43		
      E9	43		
      E10	43	74,563.555	1,733,059.500
      E11	43		
      E12	43		
      F1	43		
      F2	43	79,504.742	1,243,445.875
      F3	43	63,107.484	1,266,598.625
      F4	43	93,190.227	1,030,699.938
      F5	43	82,296.734	543,511.062
      F6	43	80,954.219	1,174,493.125
      F7	43	85,693.992	1,182,285.750
      F8	43		
      F9	43		
      F10	43	76,972.141	1,349,347.250
      F11	43		
      F12	43		
      G1	43		
