* Block Type = 96-Well 0.2-mL Block
* Chemistry = TAQMAN
* Date Created = 2015-12-22 09:15:13 AM PST
* Experiment Barcode = NA
* Experiment Comment = Prime Star GXL mg/dntp start
grid screen 40, 45, 50 deg
* Experiment File Name = D:\Users\INSTR-USER\Desktop\Yarrow\Results\122115\2015-12_21_1_Prime_Star_GXL_Pol_kinetics.eds
* Experiment Name = 2015-12_21_1_Prime_Star_GXL_Pol_kinetics
* Experiment Run End Time = 2015-12-21 10:21:47 AM PST
* Experiment Type = Custom
* Instrument Name =       quantstudio3
* Instrument Serial Number = 272320216
* Instrument Type = QuantStudio® 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Ct Analysis is performed = Stage4, Step1
* User Name = Yarrow

[Multicomponent Data]
Well Position	Cycle	ROX	SYBR
      H2	9	41,570.961	2,212,507.750
      H3	9	38,562.000	2,178,665.250
      H4	9		
      H5	9		
      H6	9		
      H7	9		
      H8	9		
      H9	9		
      H10	9		
      H11	9		
      H12	9		
      A1	10		
      A2	10		
      A3	10		
      A4	10	123,638.898	1,348,164.750
      A5	10	100,426.328	629,009.250
      A6	10	99,991.430	1,400,820.875
      A7	10	94,722.484	1,409,015.750
      A8	10		
      A9	10		
      A10	10	93,849.266	1,540,338.750
      A11	10		
      A12	10		
      B1	10		
      B2	10		
      B3	10		
      B4	10	104,523.242	1,075,807.750
      B5	10	94,642.750	580,988.375
      B6	10	88,446.086	1,227,958.750
      B7	10	93,246.203	1,261,180.750
      B8	10		
      B9	10		
      B10	10	83,919.133	1,413,133.750
      B11	10		
      B12	10		
      C1	10		
      C2	10		
      C3	10		
      C4	10	98,370.164	1,012,478.875
      C5	10	86,524.797	556,306.250
      C6	10	89,036.766	1,113,785.125
      C7	10	87,439.570	1,096,182.625
      C8	10		
      C9	10		
      C10	10	80,672.273	1,311,079.250
      C11	10		
      C12	10		
      D1	10		
      D2	10		
      D3	10		
      D4	10	99,319.445	1,017,420.188
      D5	10	90,631.328	599,912.250
      D6	10	84,102.797	1,007,975.750
      D7	10	87,552.109	1,025,136.812
      D8	10		
      D9	10		
      D10	10	80,239.422	1,183,592.875
      D11	10		
      D12	10		
      E1	10		
      E2	10	80,373.250	751,309.562
      E3	10	84,305.086	755,708.500
      E4	10	90,472.141	878,812.125
      E5	10	87,576.961	602,468.000
      E6	10	89,359.695	946,104.000
      E7	10	88,925.930	954,563.562
      E8	10		
      E9	10		
      E10	10	76,594.008	914,522.000
      E11	10		
      E12	10		
      F1	10		
      F2	10	81,290.484	1,285,040.000
      F3	10	64,760.723	1,355,217.125
      F4	10	96,765.836	930,319.562
      F5	10	84,966.328	565,104.375
      F6	10	83,909.812	829,742.375
      F7	10	89,751.227	850,370.938
      F8	10		
      F9	10		
      F10	10	77,985.016	653,221.312
      F11	10		
      F12	10		
      G1	10		
      G2	10	58,486.961	1,778,186.625
      G3	10	55,790.699	1,842,418.375
      G4	10	90,236.117	846,570.000
      G5	10	74,735.922	537,027.750
      G6	10	77,972.273	700,564.750
      G7	10	81,230.117	703,415.250
      G8	10		
      G9	10		
      G10	10	71,919.875	490,177.750
      G11	10		
      G12	10		
      H1	10		
      H2	10	41,904.562	2,212,291.000
      H3	10	38,836.367	2,178,650.500
      H4	10		
      H5	10		
      H6	10		
      H7	10		
      H8	10		
      H9	10		
      H10	10		
      H11	10		
      H12	10		
      A1	11		
      A2	11		
      A3	11		
      A4	11	123,226.055	1,370,102.375
      A5	11	100,219.328	628,509.062
      A6	11	99,496.586	1,464,152.750
      A7	11	94,528.766	1,472,858.625
      A8	11		
      A9	11		
      A10	11	93,646.305	1,620,415.625
      A11	11		
      A12	11		
      B1	11		
      B2	11		
      B3	11		
      B4	11	104,677.234	1,091,363.500
      B5	11	94,110.383	580,809.438
      B6	11	88,231.344	1,280,487.625
      B7	11	93,032.953	1,316,064.000
      B8	11		
      B9	11		
      B10	11	84,039.922	1,489,585.250
      B11	11		
      B12	11		
      C1	11		
      C2	11		
      C3	11		
      C4	11	98,341.195	1,024,497.375
      C5	11	86,666.375	556,721.062
      C6	11	89,270.734	1,152,545.625
      C7	11	87,260.648	1,135,932.000
      C8	11		
      C9	11		
      C10	11	80,514.617	1,377,235.125
      C11	11		
      C12	11		
      D1	11		
      D2	11		
      D3	11		
      D4	11	98,945.797	1,027,497.938
      D5	11	90,624.320	599,325.250
      D6	11	83,668.500	1,034,639.562
      D7	11	87,535.000	1,054,556.125
      D8	11		
      D9	11		
      D10	11	80,079.664	1,248,958.750
      D11	11		
      D12	11		
      E1	11		
      E2	11	80,173.906	750,046.562
      E3	11	84,085.133	754,074.875
      E4	11	90,048.648	884,421.750
      E5	11	87,313.055	601,916.875
      E6	11	89,708.148	964,749.938
      E7	11	88,698.906	979,469.500
      E8	11		
      E9	11		
      E10	11	76,348.188	962,366.000
      E11	11		
      E12	11		
      F1	11		
      F2	11	80,896.398	1,281,653.625
      F3	11	64,423.793	1,351,110.625
      F4	11	96,764.211	933,995.500
      F5	11	84,740.578	564,428.000
      F6	11	83,696.562	840,753.562
      F7	11	89,234.977	866,282.188
      F8	11		
      F9	11		
      F10	11	77,619.328	677,670.250
      F11	11		
      F12	11		
      G1	11		
      G2	11	58,284.305	1,773,153.625
      G3	11	55,949.215	1,833,097.375
      G4	11	90,672.406	850,591.812
      G5	11	74,725.656	536,190.062
      G6	11	78,449.641	705,479.438
      G7	11	81,354.203	709,030.250
      G8	11		
      G9	11		
      G10	11	72,225.148	495,981.719
      G11	11		
      G12	11		
      H1	11		
      H2	11	41,914.387	2,208,511.000
      H3	11	39,120.945	2,177,619.750
      H4	11		
      H5	11		
      H6	11		
      H7	11		
      H8	11		
      H9	11		
      H10	11		
      H11	11		
      H12	11		
      A1	12		
      A2	12		
      A3	12		
      A4	12	122,593.188	1,390,569.625
      A5	12	100,326.875	627,926.188
      A6	12	99,199.797	1,525,761.375
      A7	12	94,875.570	1,531,962.125
      A8	12		
      A9	12		
      A10	12	93,628.711	1,689,756.750
      A11	12		
      A12	12		
      B1	12		
      B2	12		
      B3	12		
      B4	12	104,214.016	1,106,448.500
      B5	12	93,848.914	580,071.062
      B6	12	88,196.828	1,331,692.875
      B7	12	92,799.555	1,371,485.000
      B8	12		
      B9	12		
      B10	12	83,907.680	1,554,940.375
      B11	12		
      B12	12		
      C1	12		
      C2	12		
      C3	12		
      C4	12	98,124.727	1,036,939.688
      C5	12	86,811.906	556,472.500
      C6	12	89,144.758	1,190,405.625
      C7	12	86,886.633	1,175,747.750
      C8	12		
      C9	12		
      C10	12	80,316.156	1,433,979.750
      C11	12		
      C12	12		
      D1	12		
      D2	12		
      D3	12		
      D4	12	98,544.656	1,037,316.750
      D5	12	90,405.555	599,590.000
      D6	12	83,357.359	1,060,221.375
      D7	12	87,251.852	1,081,902.875
      D8	12		
      D9	12		
      D10	12	80,043.031	1,307,688.250
      D11	12		
      D12	12		
      E1	12		
      E2	12	80,114.117	747,818.062
      E3	12	83,807.547	752,848.125
      E4	12	89,741.547	889,972.500
      E5	12	87,128.055	601,869.938
      E6	12	89,522.414	981,465.812
      E7	12	88,768.180	1,002,308.375
      E8	12		
      E9	12		
      E10	12	76,128.328	1,007,416.562
      E11	12		
      E12	12		
      F1	12		
      F2	12	80,602.961	1,277,121.250
      F3	12	64,142.547	1,346,408.375
      F4	12	96,619.797	938,418.312
      F5	12	84,621.734	563,906.500
      F6	12	83,354.641	853,991.312
      F7	12	88,754.062	881,945.188
      F8	12		
      F9	12		
      F10	12	77,436.867	701,227.500
      F11	12		
      F12	12		
      G1	12		
      G2	12	58,642.180	1,769,406.750
      G3	12	55,834.348	1,823,773.750
      G4	12	90,712.203	853,885.562
      G5	12	74,778.594	535,369.312
      G6	12	77,772.062	709,161.250
      G7	12	81,318.234	714,337.500
      G8	12		
      G9	12		
      G10	12	72,776.391	502,524.000
      G11	12		
      G12	12		
      H1	12		
      H2	12	42,166.258	2,204,554.000
      H3	12	39,122.953	2,177,207.250
      H4	12		
      H5	12		
      H6	12		
      H7	12		
      H8	12		
      H9	12		
      H10	12		
      H11	12		
      H12	12		
      A1	13		
      A2	13		
      A3	13		
      A4	13	122,315.672	1,409,705.000
      A5	13	100,233.859	627,113.500
      A6	13	99,136.359	1,583,473.750
      A7	13	94,851.492	1,586,813.000
      A8	13		
      A9	13		
      A10	13	93,492.328	1,747,295.000
      A11	13		
      A12	13		
      B1	13		
      B2	13		
      B3	13		
      B4	13	103,932.828	1,121,019.500
      B5	13	93,895.555	579,545.750
      B6	13	87,923.289	1,382,358.875
      B7	13	92,580.227	1,425,769.625
      B8	13		
      B9	13		
      B10	13	83,755.141	1,611,049.375
      B11	13		
      B12	13		
      C1	13		
      C2	13		
      C3	13		
      C4	13	97,969.883	1,049,489.500
      C5	13	86,850.219	555,701.812
      C6	13	89,149.039	1,229,833.000
      C7	13	86,422.828	1,214,347.625
      C8	13		
      C9	13		
      C10	13	80,061.680	1,482,562.625
      C11	13		
      C12	13		
      D1	13		
      D2	13		
      D3	13		
      D4	13	98,311.844	1,046,918.125
      D5	13	90,146.273	600,283.250
      D6	13	83,176.758	1,085,653.375
      D7	13	87,048.344	1,110,302.000
      D8	13		
      D9	13		
      D10	13	79,829.125	1,357,811.250
      D11	13		
      D12	13		
      E1	13		
      E2	13	79,319.383	745,027.438
      E3	13	83,336.688	751,506.500
      E4	13	89,643.078	895,253.062
      E5	13	86,999.633	603,221.500
      E6	13	89,341.148	1,000,585.312
      E7	13	88,324.625	1,023,218.312
      E8	13		
      E9	13		
      E10	13	76,061.617	1,051,901.000
      E11	13		
      E12	13		
      F1	13		
      F2	13	80,459.133	1,274,424.625
      F3	13	63,948.402	1,339,191.375
      F4	13	96,394.461	941,521.375
      F5	13	84,642.289	563,321.312
      F6	13	83,130.055	868,902.500
      F7	13	88,520.977	896,843.125
      F8	13		
      F9	13		
      F10	13	77,367.562	725,581.812
      F11	13		
      F12	13		
      G1	13		
      G2	13	58,615.953	1,766,308.750
      G3	13	55,432.707	1,815,251.375
      G4	13	90,378.242	856,173.750
      G5	13	75,104.352	534,897.375
      G6	13	77,403.398	712,786.500
      G7	13	81,219.922	719,474.125
      G8	13		
      G9	13		
      G10	13	72,568.148	510,761.062
      G11	13		
      G12	13		
      H1	13		
      H2	13	42,137.375	2,197,870.250
      H3	13	38,536.621	2,177,061.750
      H4	13		
      H5	13		
      H6	13		
      H7	13		
      H8	13		
      H9	13		
      H10	13		
      H11	13		
      H12	13		
      A1	14		
      A2	14		
      A3	14		
      A4	14	122,375.773	1,428,459.500
      A5	14	100,018.766	625,721.125
      A6	14	98,955.016	1,638,442.875
      A7	14	94,088.742	1,634,424.750
      A8	14		
      A9	14		
      A10	14	93,415.852	1,791,681.250
      A11	14		
      A12	14		
      B1	14		
      B2	14		
      B3	14		
      B4	14	103,997.711	1,134,459.625
      B5	14	93,724.109	579,453.438
      B6	14	87,385.672	1,430,117.250
      B7	14	92,550.344	1,478,225.375
      B8	14		
      B9	14		
      B10	14	83,716.078	1,658,100.000
      B11	14		
      B12	14		
      C1	14		
      C2	14		
      C3	14		
      C4	14	97,714.461	1,060,944.750
      C5	14	86,686.664	555,508.938
      C6	14	88,883.602	1,272,346.500
      C7	14	86,142.312	1,254,921.500
      C8	14		
      C9	14		
      C10	14	79,630.250	1,524,341.125
      C11	14		
      C12	14		
      D1	14		
      D2	14		
      D3	14		
      D4	14	98,468.938	1,056,372.750
      D5	14	89,813.789	600,296.750
      D6	14	83,078.703	1,110,904.125
      D7	14	86,694.586	1,135,634.125
      D8	14		
      D9	14		
      D10	14	79,647.508	1,398,003.250
      D11	14		
      D12	14		
      E1	14		
      E2	14	78,991.609	742,837.312
      E3	14	82,990.336	749,469.375
      E4	14	89,477.141	900,155.500
      E5	14	86,578.766	603,745.938
      E6	14	89,067.555	1,021,037.938
      E7	14	87,967.375	1,041,685.688
      E8	14		
      E9	14		
      E10	14	75,910.969	1,094,753.875
      E11	14		
      E12	14		
      F1	14		
      F2	14	80,835.094	1,273,165.125
      F3	14	63,894.508	1,332,734.875
      F4	14	96,127.969	944,897.188
      F5	14	84,553.227	562,836.750
      F6	14	83,372.078	882,381.688
      F7	14	88,553.141	910,585.125
      F8	14		
      F9	14		
      F10	14	77,275.758	749,267.000
      F11	14		
      F12	14		
      G1	14		
      G2	14	58,724.594	1,761,139.750
      G3	14	55,103.141	1,807,084.375
      G4	14	89,095.281	857,266.688
      G5	14	74,721.836	535,118.062
      G6	14	77,306.250	716,891.125
      G7	14	80,981.961	722,560.562
      G8	14		
      G9	14		
      G10	14	71,417.258	517,206.406
      G11	14		
      G12	14		
      H1	14		
      H2	14	42,202.602	2,189,340.250
      H3	14	38,335.891	2,172,949.750
      H4	14		
      H5	14		
      H6	14		
      H7	14		
      H8	14		
      H9	14		
      H10	14		
      H11	14		
      H12	14		
      A1	15		
      A2	15		
      A3	15		
      A4	15	121,835.992	1,446,531.500
      A5	15	99,743.367	624,944.250
      A6	15	98,199.227	1,687,714.875
      A7	15	93,757.164	1,674,929.000
      A8	15		
      A9	15		
      A10	15	93,608.062	1,825,890.375
      A11	15		
      A12	15		
      B1	15		
      B2	15		
      B3	15		
      B4	15	103,909.516	1,148,205.375
      B5	15	93,341.656	579,033.938
      B6	15	87,110.375	1,475,989.250
      B7	15	92,482.477	1,525,566.125
      B8	15		
      B9	15		
      B10	15	83,715.414	1,700,219.000
      B11	15		
      B12	15		
      C1	15		
      C2	15		
      C3	15		
      C4	15	97,500.875	1,072,457.250
      C5	15	86,450.508	556,380.438
      C6	15	88,552.008	1,314,198.500
      C7	15	86,073.719	1,295,711.000
      C8	15		
      C9	15		
      C10	15	79,440.305	1,560,763.000
      C11	15		
      C12	15		
      D1	15		
      D2	15		
      D3	15		
      D4	15	98,306.539	1,064,758.125
      D5	15	89,667.039	601,022.500
      D6	15	82,873.289	1,136,370.000
      D7	15	86,338.367	1,159,866.125
      D8	15		
      D9	15		
      D10	15	79,490.742	1,433,470.750
      D11	15		
      D12	15		
      E1	15		
      E2	15	79,125.617	741,624.812
      E3	15	82,935.172	746,834.500
      E4	15	89,563.445	905,019.250
      E5	15	86,288.305	603,576.000
      E6	15	88,876.305	1,040,894.312
      E7	15	87,781.711	1,057,451.250
      E8	15		
      E9	15		
      E10	15	75,899.133	1,135,889.875
      E11	15		
      E12	15		
      F1	15		
      F2	15	80,761.469	1,272,431.125
      F3	15	64,028.316	1,327,096.125
      F4	15	95,896.984	947,556.062
      F5	15	83,860.000	562,143.062
      F6	15	83,138.406	895,252.562
      F7	15	88,111.133	922,679.188
      F8	15		
      F9	15		
      F10	15	77,240.758	771,432.562
      F11	15		
      F12	15		
      G1	15		
      G2	15	58,515.543	1,759,135.625
      G3	15	54,936.645	1,800,258.250
      G4	15	88,743.055	857,155.562
      G5	15	74,428.992	534,146.188
      G6	15	77,261.992	719,793.688
      G7	15	80,679.820	726,438.625
      G8	15		
      G9	15		
      G10	15	71,236.961	522,961.625
      G11	15		
      G12	15		
      H1	15		
      H2	15	42,052.039	2,179,228.500
      H3	15	38,481.891	2,168,866.500
      H4	15		
      H5	15		
      H6	15		
      H7	15		
      H8	15		
      H9	15		
      H10	15		
      H11	15		
      H12	15		
      A1	16		
      A2	16		
      A3	16		
      A4	16	121,112.094	1,463,656.750
      A5	16	99,558.141	624,348.000
      A6	16	97,975.609	1,732,228.625
      A7	16	93,680.289	1,709,226.750
      A8	16		
      A9	16		
      A10	16	93,494.555	1,853,945.750
      A11	16		
      A12	16		
      B1	16		
      B2	16		
      B3	16		
      B4	16	103,711.078	1,161,320.375
      B5	16	93,223.141	578,540.812
      B6	16	87,103.383	1,517,598.000
      B7	16	92,486.453	1,568,941.625
      B8	16		
      B9	16		
      B10	16	83,632.344	1,733,710.125
      B11	16		
      B12	16		
      C1	16		
      C2	16		
      C3	16		
      C4	16	97,183.977	1,082,931.875
      C5	16	86,213.430	556,407.625
      C6	16	88,324.172	1,354,263.625
      C7	16	86,000.539	1,335,515.625
      C8	16		
      C9	16		
      C10	16	79,459.094	1,592,331.000
      C11	16		
      C12	16		
      D1	16		
      D2	16		
      D3	16		
      D4	16	98,185.336	1,073,986.125
      D5	16	89,823.289	600,552.312
      D6	16	82,758.477	1,160,827.500
      D7	16	85,970.211	1,183,786.125
      D8	16		
      D9	16		
      D10	16	79,603.867	1,461,617.750
      D11	16		
      D12	16		
      E1	16		
      E2	16	79,173.461	739,862.500
      E3	16	83,250.320	744,703.062
      E4	16	89,266.273	911,033.562
      E5	16	86,263.711	603,702.188
      E6	16	88,643.906	1,059,494.750
      E7	16	87,590.070	1,072,187.250
      E8	16		
      E9	16		
      E10	16	75,806.109	1,177,610.000
      E11	16		
      E12	16		
      F1	16		
      F2	16	80,770.406	1,272,111.500
      F3	16	63,892.668	1,321,347.500
      F4	16	95,797.164	951,054.188
      F5	16	83,681.453	561,172.625
      F6	16	82,650.742	907,174.938
      F7	16	87,911.648	935,209.625
      F8	16		
      F9	16		
      F10	16	77,060.125	791,453.938
      F11	16		
      F12	16		
      G1	16		
      G2	16	58,222.680	1,758,408.375
      G3	16	55,209.895	1,794,400.625
      G4	16	89,138.945	856,834.438
      G5	16	74,477.812	533,530.750
      G6	16	77,654.500	722,246.250
      G7	16	80,260.570	730,442.875
      G8	16		
      G9	16		
      G10	16	71,914.641	527,789.188
      G11	16		
      G12	16		
      H1	16		
      H2	16	41,812.289	2,169,826.000
      H3	16	38,419.066	2,165,525.000
      H4	16		
      H5	16		
      H6	16		
      H7	16		
      H8	16		
      H9	16		
      H10	16		
      H11	16		
      H12	16		
      A1	17		
      A2	17		
      A3	17		
      A4	17	120,795.133	1,479,863.250
      A5	17	99,463.609	623,376.688
      A6	17	98,380.914	1,771,794.750
      A7	17	93,418.305	1,737,334.625
      A8	17		
      A9	17		
      A10	17	93,220.062	1,874,677.375
      A11	17		
      A12	17		
      B1	17		
      B2	17		
      B3	17		
      B4	17	103,648.492	1,172,165.000
      B5	17	93,528.352	578,191.562
      B6	17	87,372.586	1,554,095.125
      B7	17	92,278.477	1,606,961.250
      B8	17		
      B9	17		
      B10	17	83,648.938	1,761,017.625
      B11	17		
      B12	17		
      C1	17		
      C2	17		
      C3	17		
      C4	17	96,888.859	1,091,899.125
      C5	17	85,858.227	556,736.188
      C6	17	88,139.414	1,393,187.250
      C7	17	86,048.172	1,373,284.125
      C8	17		
      C9	17		
      C10	17	79,529.812	1,618,910.875
      C11	17		
      C12	17		
      D1	17		
      D2	17		
      D3	17		
      D4	17	97,935.328	1,082,651.125
      D5	17	89,765.633	599,956.625
      D6	17	82,658.953	1,185,387.375
      D7	17	85,692.922	1,209,376.750
      D8	17		
      D9	17		
      D10	17	79,190.766	1,485,240.625
      D11	17		
      D12	17		
      E1	17		
      E2	17	78,755.008	737,775.875
      E3	17	83,274.570	743,279.812
      E4	17	89,007.906	916,183.312
      E5	17	86,680.102	603,803.188
      E6	17	88,607.086	1,075,411.250
      E7	17	87,290.547	1,087,020.000
      E8	17		
      E9	17		
      E10	17	75,954.016	1,218,041.000
      E11	17		
      E12	17		
      F1	17		
      F2	17	80,461.852	1,270,146.625
      F3	17	63,807.664	1,315,990.625
      F4	17	95,686.547	953,286.188
      F5	17	84,063.469	560,234.625
      F6	17	82,364.805	918,450.562
      F7	17	88,200.539	947,195.062
      F8	17		
      F9	17		
      F10	17	76,951.734	809,344.188
      F11	17		
      F12	17		
      G1	17		
      G2	17	58,028.531	1,755,099.875
      G3	17	55,482.113	1,790,770.750
      G4	17	88,961.453	856,805.250
      G5	17	74,700.430	533,750.812
      G6	17	77,584.953	725,107.625
      G7	17	79,850.875	734,547.875
      G8	17		
      G9	17		
      G10	17	71,934.125	532,767.312
      G11	17		
      G12	17		
      H1	17		
      H2	17	41,561.934	2,161,707.750
      H3	17	38,323.816	2,162,631.250
      H4	17		
      H5	17		
      H6	17		
      H7	17		
      H8	17		
      H9	17		
      H10	17		
      H11	17		
      H12	17		
      A1	18		
      A2	18		
      A3	18		
      A4	18	120,713.680	1,497,730.250
      A5	18	99,354.609	621,176.812
      A6	18	98,376.805	1,806,548.250
      A7	18	93,244.805	1,761,488.625
      A8	18		
      A9	18		
      A10	18	93,059.461	1,891,782.625
      A11	18		
      A12	18		
      B1	18		
      B2	18		
      B3	18		
      B4	18	103,450.453	1,183,860.250
      B5	18	93,398.508	577,568.938
      B6	18	87,312.000	1,584,987.875
      B7	18	91,891.562	1,639,235.125
      B8	18		
      B9	18		
      B10	18	83,560.930	1,782,687.750
      B11	18		
      B12	18		
      C1	18		
      C2	18		
      C3	18		
      C4	18	96,709.383	1,101,203.250
      C5	18	85,809.359	557,205.000
      C6	18	87,723.938	1,429,653.000
      C7	18	85,759.422	1,410,782.125
      C8	18		
      C9	18		
      C10	18	79,520.055	1,645,717.625
      C11	18		
      C12	18		
      D1	18		
      D2	18		
      D3	18		
      D4	18	97,748.336	1,089,771.125
      D5	18	89,894.703	599,628.188
      D6	18	82,015.664	1,210,090.500
      D7	18	85,615.867	1,235,710.875
      D8	18		
      D9	18		
      D10	18	78,887.156	1,506,590.125
      D11	18		
      D12	18		
      E1	18		
      E2	18	78,606.953	735,938.938
      E3	18	83,044.312	741,146.062
      E4	18	89,053.031	921,113.062
      E5	18	86,493.633	602,721.938
      E6	18	88,358.258	1,089,344.375
      E7	18	86,943.742	1,101,482.750
      E8	18		
      E9	18		
      E10	18	75,765.914	1,257,817.000
      E11	18		
      E12	18		
      F1	18		
      F2	18	79,985.297	1,269,158.250
      F3	18	63,723.477	1,311,994.375
      F4	18	95,890.383	955,422.750
      F5	18	84,130.570	558,703.062
      F6	18	82,526.914	929,511.375
      F7	18	88,094.375	957,327.938
      F8	18		
      F9	18		
      F10	18	76,967.477	827,898.438
      F11	18		
      F12	18		
      G1	18		
      G2	18	58,106.539	1,751,183.375
      G3	18	55,156.957	1,787,395.750
      G4	18	88,751.336	857,179.938
      G5	18	74,563.422	533,553.688
      G6	18	77,399.906	727,145.312
      G7	18	79,617.766	738,721.625
      G8	18		
      G9	18		
      G10	18	71,810.141	538,372.000
      G11	18		
      G12	18		
      H1	18		
      H2	18	41,177.082	2,151,420.000
      H3	18	38,048.508	2,158,604.000
      H4	18		
      H5	18		
      H6	18		
      H7	18		
      H8	18		
      H9	18		
      H10	18		
      H11	18		
      H12	18		
      A1	19		
      A2	19		
      A3	19		
      A4	19	120,617.359	1,514,992.750
      A5	19	99,413.211	620,503.875
      A6	19	98,450.023	1,838,674.750
      A7	19	93,271.617	1,780,222.500
      A8	19		
      A9	19		
      A10	19	93,004.086	1,905,722.500
      A11	19		
      A12	19		
      B1	19		
      B2	19		
      B3	19		
      B4	19	103,271.508	1,194,307.875
      B5	19	93,141.711	577,116.875
      B6	19	86,629.875	1,611,129.000
      B7	19	91,010.188	1,666,733.500
      B8	19		
      B9	19		
      B10	19	83,456.398	1,798,849.375
      B11	19		
      B12	19		
      C1	19		
      C2	19		
      C3	19		
      C4	19	96,670.898	1,109,972.250
      C5	19	86,217.609	557,112.875
      C6	19	87,441.453	1,462,498.625
      C7	19	85,534.992	1,444,468.250
      C8	19		
      C9	19		
      C10	19	79,535.031	1,667,111.875
      C11	19		
      C12	19		
      D1	19		
      D2	19		
      D3	19		
      D4	19	97,472.977	1,097,345.000
      D5	19	90,088.898	599,087.438
      D6	19	81,730.078	1,236,197.500
      D7	19	85,559.391	1,262,629.375
      D8	19		
      D9	19		
      D10	19	79,024.336	1,523,185.125
      D11	19		
      D12	19		
      E1	19		
      E2	19	78,968.969	735,167.625
      E3	19	82,736.055	739,715.875
      E4	19	88,970.602	925,616.688
      E5	19	86,297.727	602,372.938
      E6	19	88,091.969	1,100,464.750
      E7	19	86,679.180	1,115,922.125
      E8	19		
      E9	19		
      E10	19	75,554.289	1,295,747.125
      E11	19		
      E12	19		
      F1	19		
      F2	19	79,756.484	1,269,465.125
      F3	19	63,908.941	1,308,272.625
      F4	19	95,765.562	958,425.625
      F5	19	84,428.703	557,875.812
      F6	19	82,628.766	941,631.062
      F7	19	87,958.281	967,972.625
      F8	19		
      F9	19		
      F10	19	76,971.641	846,588.062
      F11	19		
      F12	19		
      G1	19		
      G2	19	58,108.113	1,745,974.375
      G3	19	54,934.613	1,784,119.750
      G4	19	88,775.391	856,932.688
      G5	19	74,387.812	533,022.500
      G6	19	77,083.281	728,500.875
      G7	19	79,600.859	742,380.375
      G8	19		
      G9	19		
      G10	19	71,840.266	544,302.750
      G11	19		
      G12	19		
      H1	19		
      H2	19	40,927.266	2,144,083.000
      H3	19	37,735.488	2,154,540.750
      H4	19		
      H5	19		
      H6	19		
      H7	19		
      H8	19		
      H9	19		
      H10	19		
      H11	19		
      H12	19		
      A1	20		
      A2	20		
      A3	20		
      A4	20	120,640.023	1,533,414.875
      A5	20	99,376.656	620,808.500
      A6	20	98,142.586	1,867,034.375
      A7	20	93,109.945	1,793,610.750
      A8	20		
      A9	20		
      A10	20	92,875.242	1,916,551.500
      A11	20		
      A12	20		
      B1	20		
      B2	20		
      B3	20		
      B4	20	103,025.562	1,206,318.500
      B5	20	92,961.484	577,262.688
      B6	20	86,421.445	1,634,931.500
      B7	20	90,777.859	1,692,001.000
      B8	20		
      B9	20		
      B10	20	83,390.266	1,809,877.250
      B11	20		
      B12	20		
      C1	20		
      C2	20		
      C3	20		
      C4	20	96,733.852	1,119,322.000
      C5	20	86,012.891	557,338.625
      C6	20	87,413.609	1,491,294.000
      C7	20	85,518.656	1,476,327.625
      C8	20		
      C9	20		
      C10	20	79,928.641	1,685,590.625
      C11	20		
      C12	20		
      D1	20		
      D2	20		
      D3	20		
      D4	20	97,225.859	1,104,033.500
      D5	20	89,830.805	598,472.562
      D6	20	81,685.094	1,261,907.375
      D7	20	85,503.258	1,290,292.750
      D8	20		
      D9	20		
      D10	20	79,726.781	1,537,648.000
      D11	20		
      D12	20		
      E1	20		
      E2	20	78,901.922	734,715.188
      E3	20	82,610.633	737,044.375
      E4	20	88,826.234	931,491.000
      E5	20	86,222.555	602,786.688
      E6	20	87,798.266	1,114,062.500
      E7	20	86,545.367	1,130,525.250
      E8	20		
      E9	20		
      E10	20	75,497.492	1,335,132.750
      E11	20		
      E12	20		
      F1	20		
      F2	20	80,017.312	1,268,737.875
      F3	20	63,845.824	1,305,829.500
      F4	20	95,427.430	961,955.438
      F5	20	84,346.617	557,210.500
      F6	20	82,562.820	953,209.125
      F7	20	87,722.336	978,170.875
      F8	20		
      F9	20		
      F10	20	77,226.992	865,911.188
      F11	20		
      F12	20		
      G1	20		
      G2	20	58,062.398	1,741,831.125
      G3	20	54,996.949	1,781,320.125
      G4	20	88,716.719	855,554.812
      G5	20	74,401.359	530,975.688
      G6	20	76,950.445	729,452.562
      G7	20	79,735.352	747,520.375
      G8	20		
      G9	20		
      G10	20	71,713.617	551,585.000
      G11	20		
      G12	20		
      H1	20		
      H2	20	40,882.879	2,135,818.250
      H3	20	37,184.688	2,151,054.000
      H4	20		
      H5	20		
      H6	20		
      H7	20		
      H8	20		
      H9	20		
      H10	20		
      H11	20		
      H12	20		
      A1	21		
      A2	21		
      A3	21		
      A4	21	120,437.156	1,551,640.750
      A5	21	98,871.047	619,828.250
      A6	21	97,916.320	1,890,798.125
      A7	21	92,795.859	1,806,074.375
      A8	21		
      A9	21		
      A10	21	92,762.273	1,923,988.875
      A11	21		
      A12	21		
      B1	21		
      B2	21		
      B3	21		
      B4	21	102,744.961	1,217,679.500
      B5	21	92,848.148	577,728.812
      B6	21	86,592.602	1,653,662.250
      B7	21	91,205.242	1,709,912.125
      B8	21		
      B9	21		
      B10	21	82,976.969	1,819,083.875
      B11	21		
      B12	21		
      C1	21		
